SMILES,CYP3A4,SP-4,VP-7,SP-3,VP-3,WTPT-1,ATSp3,SP-1,ETA_Eta_L,nBondsS,VP-2,SP-7,SP-2,VP-1,ETA_Beta_s,CrippenMR,VP-5,VP-0,ATSp2,ETA_Alpha,ATSp1
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccc(OCCN6CCCCC6)cc5C4=O,1,12.96728407,1.718169771,14.59030113,7.607709059,75.13720161,5620.977142,17.47923751,8.5412,56,9.742841177,6.561914238,16.16602114,12.42172968,22.75,137.8191,4.289889762,19.86698609,3630.853385,17.06665,2914.849622
Oc1cccc(c1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,1,9.347316403,1.569706017,10.17516056,5.62612934,52.66351447,4265.036598,12.15463366,5.32564,37,7.084264943,4.921450191,11.6048775,8.575528773,15,100.1778,3.4223462,13.73684398,2722.962489,12.16666,2169.449775
CC(C)(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,1,8.768050963,1.679258539,10.60923825,7.678453543,61.57221565,4004.702902,14.39799805,9.13205,60,10.5771615,3.922312859,13.76190627,11.89447968,18.5,120.097,4.315701766,19.08156853,2824.190045,14.73332,2394.836638
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCC3)c4ccc(OCCN5CCCCC5)cc4,1,9.931619074,2.385719701,11.80354392,8.667904282,66.89029821,4237.448419,15.75915283,10.4932,65,10.68970452,4.566047165,13.8513325,13.25563446,20,127.217,5.49565746,19.69445271,3037.658965,15.73332,2568.671988
Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccnc3)c4ccc(OCCN5CCCCC5)cc4,1,9.931619074,1.715187697,11.80354392,7.402906277,66.89029821,4120.678837,15.75915283,8.45616,55,9.497494695,4.566047165,13.8513325,12.15489439,20.5,123.054,4.294461277,18.83818321,2951.092456,15.63332,2493.193332
CC(C)C[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,1,8.796037867,1.712277602,10.40850855,7.149880555,61.81544784,3693.256779,14.58052004,9.31456,60,10.05616741,3.898762177,13.17901656,12.07700166,18.5,120.097,4.246745464,18.86602558,2686.165459,14.73332,2302.442129
Oc1ccc(C[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4)cc1,1,10.18350887,1.882173615,12.40586584,7.793611832,70.74193528,4243.313977,16.63616293,9.14753,60,10.29718962,4.555068301,14.91106736,12.91258023,21.25,138.8618,4.587451364,20.04528999,3063.806486,16.56665,2605.457761
CC(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,1,8.593818188,1.572625883,10.40451984,7.369955332,59.80075518,3637.020869,14.09735679,8.8314,57,9.535631355,3.7496011,12.69725934,11.59383841,18,115.48,4.129865268,18.1589188,2624.586853,14.23332,2240.056798
Oc1cccc(c1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,1,10.60666303,1.333331245,11.36842242,5.397663379,56.35078524,4673.847647,13.02974777,5.07469,33,6.833726515,5.383219673,12.34836614,8.569563501,16.5,102.0331,3.123272556,14.139127,2924.645131,12.83332,2297.298174
Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccs3)c4ccc(OCCN5CCCCC5)cc4,1,9.754842379,2.059799605,11.55354392,8.29992834,64.77168028,4432.566946,15.25915283,8.46361,54,10.20582798,4.41467245,13.49777911,12.6693007,19.5,119.954,4.721538283,19.03836421,3162.27301,15.56665,2662.847758
Oc1ccc2O[C@H]([C@@H](CC3CCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,1,9.864756588,2.265785447,11.74518224,8.486554239,66.76762114,4082.464351,15.74231608,10.47636,65,10.81280301,4.375178519,13.93565216,13.2387977,20,127.217,4.885341775,19.69445271,2949.503346,15.73332,2505.750427
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,1,10.6126406,1.581063741,12.72471306,7.473230519,70.49496579,4648.810613,16.58052004,7.94977,54,9.689985656,4.676462695,14.91387942,12.44833347,21,136.4426,4.119327157,19.68348267,3251.319427,16.56665,2715.4771
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(COCCN5CCCCC5)cc4,1,10.25413936,1.859032093,12.46422752,7.85553695,70.74838132,4361.999419,16.65299968,9.12877,60,10.17933849,4.705144297,14.8267477,12.87755806,21.25,136.7378,4.571540414,20.04528999,3122.879643,16.56665,2641.977437
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)C5=CCNCC5,1,9.657347689,1.785796384,11.5063194,6.951941247,62.75651348,4354.113987,14.66983643,7.20783,47,8.788365221,4.649798963,13.33039915,11.0055547,18.5,121.9485,4.102748931,17.23164447,3044.317842,14.73332,2536.642362
CN1CCN(CC1)c2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,1,9.809043975,1.83148906,11.917003,7.368065722,64.61487412,4447.450071,15.06368328,7.55344,52,9.364726362,4.756109594,13.95226097,11.43370256,20,127.2568,4.29870079,18.25582817,3097.415975,15.13332,2581.994633
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2CCCN4CCCCC4,1,8.033918303,1.788955563,9.765999101,6.833163881,55.9507809,3446.545196,13.18667319,8.06602,51,8.645250669,3.503354483,11.78861376,10.74486035,16.75,112.4548,4.153443215,16.32764062,2491.601799,13.23332,2119.44479
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(CCCN5CCCCC5)cc4,1,10.08331536,2.02486616,12.21422752,7.974749264,68.74892346,4414.327655,16.15299968,9.10792,59,10.23030603,4.671123606,14.47319431,12.80020779,20.25,136.1588,4.719592968,19.6370417,3152.253329,16.23332,2663.328415
CN1CCCN(CC1)c2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,1,10.03895154,1.95473222,12.15858463,7.584293488,66.66735128,4573.059045,15.56368328,8.04787,55,9.718279753,4.954487932,14.30581436,11.93370256,20.5,131.8738,4.390366739,18.96293495,3208.084644,15.63332,2685.677997
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)C5CCNCC5,0,9.657347689,1.893850166,11.5063194,7.353576787,62.75651348,4323.797912,14.66983643,7.78135,50,9.173810416,4.649798963,13.33039915,11.3102496,18.5,122.3915,4.371937357,17.43875125,3021.862153,14.73332,2517.058728
CCN1CCN(CC1)c2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,1,10.11966119,1.964323182,12.32525129,7.684293488,66.6377102,4554.587736,15.60168809,8.10829,55,9.495712192,5.010043487,14.12136294,12.00982351,20.5,131.8738,4.369411468,18.96293495,3181.686329,15.63332,2657.811827
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)N5CCNCC5,1,9.657347689,1.781135731,11.5063194,6.981784549,62.75651348,4285.309204,14.66983643,7.32904,49,8.811450437,4.649798963,13.33039915,11.06114021,19.25,122.6295,4.114665285,17.30861457,2993.062514,14.63332,2492.969512
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(CN5CCCCC5)cc4,1,9.753572734,1.883491113,11.65614931,7.441136768,64.75217633,4326.651977,15.15299968,8.13249,53,9.561259722,4.59288759,13.77799291,11.80020779,19.25,125.9188,4.495243658,18.22282813,3049.406912,15.23332,2555.156015
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)N5CCCNCC5,1,9.834124384,1.828382616,11.7563194,7.204871728,64.82536643,4404.199568,15.16983643,7.82346,52,9.165003828,4.733132296,13.68395254,11.56114021,19.75,127.2465,4.252946245,18.01572135,3096.408485,15.13332,2590.350166
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,1,7.350631492,2.234526203,8.690783635,6.660103852,41.76699607,3210.304077,9.593172146,7.12552,44,7.436274352,3.579089772,9.376602665,8.092631573,12,81.1498,4.32474225,12.17851976,2070.592119,9.66666,1665.858814
CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1[C@H](O)c2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,1,11.48903452,4.467430496,14.6525153,12.1111394,81.1412079,5684.080189,19.27391136,15.66022,94,14.55462899,5.501521634,16.99562145,17.36933524,23.25,168.1784,7.876278289,26.13881525,3930.111922,19.56665,3308.709201
CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,0,7.516067608,0.731137454,9.003289831,4.457764211,54.93834174,3217.245137,13.18587185,5.46205,39,6.232737058,2.890020916,11.19763608,9.041809127,15,112.5298,2.269208638,15.30017297,2365.713061,13.16666,2034.416377
C[C@]12CC[C@H]3[C@@H]([C@H](Sc4ccc(Br)cc4)C(O)c5cc(O)ccc35)[C@@H]1CC[C@@H]2O,1,10.17627088,3.92636478,12.21209535,9.764714693,60.24303333,5610.803503,13.88086585,9.24936,54,11.38953584,5.327866894,13.50109429,12.16719751,17.25,116.4496,7.025177693,18.86432729,3652.95033,15.16665,2944.382479
C[C@]12CC[C@H]3[C@@H]([C@@H](Cc4cc(O)ccc34)Sc5ccc(\C=C\C(=O)O)cc5)[C@@H]1CC[C@@H]2O,1,10.57373441,3.97143642,12.61673168,9.573007854,66.29429052,5503.855504,15.34719234,9.55698,58,11.22473408,5.625996041,14.8021807,12.40522587,19,129.0514,6.798141318,19.09307162,3633.549369,15.66665,2951.131746
CN(C)C(=O)\C=C\c1ccc(S[C@@H]2Cc3cc(O)ccc3[C@H]4CC[C@]5(C)[C@@H](O)CC[C@H]5[C@H]24)cc1,1,10.83662612,4.021126819,13.6327944,10.01378093,70.12179529,5747.837245,16.25787594,10.15291,65,12.11916127,5.777776641,15.62963467,13.29965306,20.5,140.1096,6.872676918,21.09307162,3823.647463,16.73332,3127.336577
CCCCN(C)C(=O)CCCCCCCCCCS[C@H]1[C@@H]2[C@H](CC[C@]3(C)[C@@H](O)CC[C@@H]23)c4ccc(O)cc4C1=O,1,11.48903452,4.269914556,14.6525153,11.85951281,81.1412079,5630.761032,19.27391136,15.31893,91,14.35189746,5.501521634,16.99562145,17.23192717,23.25,168.1056,7.608325498,26.02249967,3896.659438,19.56665,3281.436849
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,1,11.07263834,3.899854275,15.16292578,11.39578874,82.68740068,5162.232016,19.33215401,15.12662,87,14.14589988,5.522288998,18.89203769,16.46295261,24,152.7871,7.035238667,24.69922525,3575.75136,19.26187,3020.883365
CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,1,11.08303722,4.564169534,14.08086196,11.98227814,79.31812818,5427.494906,18.846391,15.46875,93,14.51881631,5.353705419,16.56465705,17.25092957,22.5,167.7006,7.894946357,25.82135816,3796.163111,19.23332,3217.051549
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCC5)cc4,1,9.906538665,2.76733532,11.96422752,9.114963191,66.63497474,4967.567901,15.65299968,8.68922,54,10.63251138,4.569061534,14.11964092,12.81910649,19.75,127.5358,5.694506626,19.44757301,3493.138757,16.06665,2912.804776
Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccc(O)c3)c4ccc(OCCN5CCCC5)cc4,1,10.06242128,1.725351847,11.88067074,7.338702298,66.63431821,4210.287838,15.65299968,8.19024,54,9.452569252,4.594643003,14.1315463,11.93945368,20.25,128.7158,3.97292786,18.63107643,2981.32408,15.56665,2503.617607
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)cc4,1,10.08331536,2.846392262,12.21422752,9.364963191,68.74892346,5057.907045,16.15299968,9.18922,57,10.98606477,4.671123606,14.47319431,13.31910649,20.25,132.1528,6.168848275,20.15467979,3575.896992,16.56665,2992.368995
Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)cc4,1,10.23919798,2.843000034,12.13067074,9.342085603,68.74826691,5074.649875,16.15299968,9.18922,57,10.9895191,4.696705075,14.48509969,13.31910649,20.25,132.1528,6.185656439,20.15467979,3587.067338,16.56665,2999.706476
Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)c(Br)c4,1,10.62588932,3.166047453,12.58932232,10.02646648,70.59428518,5616.367586,16.56368328,9.60223,57,11.9646797,4.880185909,15.01478982,14.21775366,20.75,139.8528,6.678444846,22.04129053,3944.956652,17.89998,3293.922539
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)c(Br)c4,1,10.4700067,3.169273485,12.6728791,10.04934407,70.59494132,5599.182684,16.56368328,9.60223,57,11.96122538,4.853669065,15.00288444,14.21775366,20.75,139.8528,6.661636682,22.04129053,3933.520879,17.89998,3286.40951
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCC5)c(Br)c4,1,10.29323,3.090216543,12.4228791,9.79934407,68.4810262,5507.221099,16.06368328,9.10223,54,11.60767199,4.751606992,14.64933105,13.71775366,20.25,135.2358,6.187295033,21.33418375,3849.72899,17.39998,3206.011008
Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,1,10.23919798,1.804408789,12.13067074,7.588702298,68.74826691,4300.367116,16.15299968,8.69024,57,9.806122643,4.696705075,14.48509969,12.43945368,20.75,133.3328,4.447269509,19.33818321,3063.933696,16.06665,2583.066567
CN(CCCc1ccc(Cl)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCNCC4,1,9.119623812,0.887959131,11.76633902,6.110401031,69.69801482,3318.722876,16.56368328,8.22028,60,8.927299625,3.469452249,14.58226811,12.13580615,23,142.9974,2.799698693,20.29993818,2540.945847,16.34762,2242.872965
CN(CCCc1ccc(F)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCNCC4,1,9.119623812,0.843415591,11.76633902,5.858424716,69.69801482,3176.06389,16.56368328,8.11883,60,8.490863845,3.469452249,14.58226811,11.75784167,23,137.8422,2.637872315,19.54400923,2425.940709,15.91904,2136.157136
CN(C[C@@H]1C[C@@H]1c2ccccc2)c3nc(NCCc4ccc(O)cc4)nc(n3)N5CCNCC5,1,9.714533579,1.014190545,12.03051702,6.409173087,70.1006301,3361.403527,16.65299968,8.49817,62,9.232770252,3.821813579,14.81889568,12.15137578,23.25,140.5144,3.068218215,19.69098878,2624.467384,16.13333,2253.606085
CN(CCCc1ccc(Cl)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCN(Cc5csc(C)n5)CC4,1,11.41982989,1.410277453,14.47800381,8.240199498,84.25524394,4442.434939,19.90701988,9.76674,71,11.87353566,4.491914613,17.98493552,15.286304,27.75,168.5277,3.886393553,25.20356729,3344.763356,20.08095,2930.616066
CN(CCCc1ccc(Cl)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCN(CCO)CC4,1,9.87061245,1.054414841,12.70484407,6.781924141,75.5910517,3635.303454,17.99553494,9.18872,67,9.74254721,3.910847963,15.75365875,13.19361043,25,153.6535,3.11609563,22.10857893,2768.209457,17.68095,2439.572104
Oc1ccc(CCNc2nc(SCCCc3ccc(Cl)cc3)nc(n2)N4CCNCC4)cc1,1,8.875067939,1.209688763,11.22567547,6.575814129,67.8832431,3390.351309,16.15299968,8.38736,56,9.398852076,3.289571277,14.06448337,12.62715583,21.75,140.4514,3.30366167,20.07746945,2631.249643,16.28095,2332.321551
COc1cccc2OC(c3ccccc3)c4c(Br)c(NS(=O)(=O)C)ccc4c12,1,9.235274267,1.302036964,10.17232079,5.563441741,57.53022959,4615.884598,13.38716001,5.86704,38,7.733845491,4.781656896,12.93684438,9.844586642,17.25,108.3847,3.254134576,17.0597972,3075.880153,14.39998,2545.533858
Oc1ccc(cc1)C(=C(CC(F)(F)F)c2ccccc2)c3ccc(O)cc3,0,7.312041589,0.692978146,8.807480361,4.113209795,54.54862065,3056.749024,12.83231846,5.24192,36,6.105281116,3.152319432,12.44398311,8.274685099,15.75,97.3896,2.141559159,14.24098089,2182.922343,12.52379,1845.1628
Oc1ccc(cc1)C(=Cc2ccccc2)c3ccc(O)cc3,0,6.005573322,0.497740553,7.662268486,3.467194616,45.07352607,2379.231225,10.72034669,3.89282,30,5.062444353,2.260123324,9.443496534,7.077981877,12.5,90.1938,1.659224597,11.97733096,1770.839408,10.66666,1531.091557
CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,1,7.761806569,0.767329383,9.244871455,4.790265908,56.94073342,3232.003017,13.68587185,6.27853,49,7.115272622,3.029092247,11.55118947,9.906848819,16.25,119.789,2.305562616,17.059686,2396.722551,13.73333,2078.653573
CCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,0,6.907684238,0.636691635,8.430810186,4.089540559,48.92197425,2928.572525,11.68587185,4.85797,36,5.666880234,2.631564126,10.08744709,8.06129178,13.5,99.4278,2.086596319,13.60708747,2124.639867,11.66666,1813.902054
CCCCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,0,7.170164134,0.861860698,8.850416534,4.516317254,52.95067057,3164.539754,12.68587185,5.85797,42,6.416880234,3.080739917,10.82142732,9.06129178,14.5,108.6618,2.35951906,15.02130103,2311.196065,12.66666,1980.933017
CC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,0,6.559247326,0.572884232,8.210211505,3.893761462,46.88371248,2729.437403,11.14786705,4.27044,33,5.459773452,2.502207064,9.874460941,7.500631608,13,94.8108,1.841620243,12.89998069,1983.243225,11.16666,1696.960911
CCCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,0,7.063671062,0.73937266,8.581414133,4.235987168,50.94110513,3064.16915,12.18587185,5.35797,39,6.063326843,2.86132382,10.46787393,8.56129178,14,104.0448,2.261629511,14.31419425,2228.216066,12.16666,1904.696711
CC\C(=C(/c1ccccc1)\c2ccc(O)cc2)\c3ccccc3,0,6.755987952,0.618345359,8.020126584,3.996024916,47.06343353,2822.591854,11.292025,4.70461,35,5.486031613,2.467354147,9.465585272,7.92700138,12.75,97.763,2.052413539,13.23722415,2064.921209,11.33333,1768.227212
CC\C(=C(\CC)/c1ccc(O)cc1)\c2ccc(O)cc2,0,5.399366244,0.425686528,6.824777101,3.502916324,39.99787272,2143.703025,9.651397005,4.72416,34,4.757961611,1.648766981,8.184109621,6.961268349,11,84.1748,1.64068894,11.92744291,1598.051499,9.66666,1395.021599
CCc1c(oc(c2ccc(O)cc2)c1c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,1,11.03283579,1.211148948,13.27171147,6.887509596,74.5177082,4335.865368,17.61852484,8.73662,62,9.336305259,4.889947867,15.46851357,12.82170625,22.25,150.7438,3.591484847,20.74319485,3066.997454,17.23332,2591.366047
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,1,10.63858581,1.278160458,12.67023639,6.829769818,70.53204084,4239.670519,16.58052004,8.11919,60,9.202791094,4.775453951,14.92360012,12.13645921,21.5,139.2628,3.638559987,19.70480988,2971.094134,16.29999,2500.835334
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15,1,10.8153625,1.357217399,12.92023639,7.079769818,72.59942374,4341.608017,17.08052004,8.61919,63,9.556344485,4.877516024,15.27715351,12.63645921,22,143.8798,3.763559987,20.41191666,3065.287392,16.79999,2591.74521
Cc1c(c2ccc(O)cc2)n(CCCCCCN3CCCC3)c4ccc(O)cc14,1,8.867050843,1.304206031,10.52349608,6.245548611,59.62718066,3495.733853,14.13103029,8.0272,57,8.336531917,3.702999103,12.5082533,10.96873933,18,122.8298,3.117064773,17.40137408,2476.588029,13.96666,2101.887106
Cc1cc(O)c2C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)cc3C(=O)c2c1,1,10.75223119,0.893025188,12.46465519,5.383756911,62.90179017,3815.184243,14.63313671,7.21928,46,7.546450304,4.416904592,14.06832168,9.408499948,20,104.1353,2.64437103,16.21953394,2528.999579,13.8333,2058.874643
Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,0,6.618296587,0.400095296,7.499940884,3.019859618,40.83697626,2139.970325,9.558550648,3.53896,24,4.363407437,2.347048421,9.01156359,5.829513822,12.5,74.8344,1.362630864,10.19958925,1493.810922,9.16665,1250.444768
Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,0,5.912204679,0.392190966,7.190912136,2.936500125,38.99558464,1997.009046,9.147867046,3.38429,23,4.205837926,2.259065417,8.462432056,5.689240358,11.75,73.1696,1.343386737,9.829725925,1414.066923,8.83332,1192.299518
Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1,0,7.384247218,0.540460652,7.765220974,3.307552042,40.54940937,2503.155166,9.396754606,3.61385,24,4.752312143,2.576255046,9.308363513,5.88846976,12.25,71.4049,1.685750086,10.46753844,1653.395233,9.16665,1345.517848
Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,0,6.046355466,0.476128481,7.135938976,2.984805876,36.86744045,2111.476641,8.5753874,3.10464,20,4.118021743,2.370885941,8.210100445,5.331529629,11,66.1001,1.524363713,9.175025387,1425.25882,8.33332,1169.777118
Cc1ccc(cc1)S(=O)(=O)N2CCc3cc(O)ccc3C2c4ccc(OCCN5CCCC5)cc4,1,10.95429086,1.503137735,13.26982587,7.477796461,72.19397519,5207.274602,16.91385337,8.7436,60,9.902459833,4.707713713,15.74370672,12.63056107,22,129.2298,3.795908893,20.2634332,3565.720887,16.96665,2973.758179
Oc1ccc(cc1)C2CN(Cc3cc(O)ccc23)C(=O)c4ccccc4,1,8.096490252,1.018630735,9.836756006,4.869547531,53.76586237,3232.827627,12.61419354,5.23046,38,6.578935348,3.661174497,11.51465606,8.5666367,16,100.5776,2.65396639,14.16965614,2265.983327,12.39999,1895.956392
Oc1ccc2C(N(CCc2c1)c3ccccc3)c4cccs4,1,7.431023912,1.287964519,8.36247255,5.180109385,45.99007709,3351.151728,10.82649984,4.73623,34,6.559288479,3.398526576,9.603340462,8.376082403,13.5,89.717,2.905600032,12.96158886,2327.372823,11.06666,1929.494945
Oc1ccc2C(N(CCc2c1)c3ccc(\C=C\C(=O)N4CCOCC4)cc3)c5ccccc5,1,10.38803957,1.334314763,12.3388787,6.436023753,68.71185431,4168.477647,16.18667319,7.5573,54,8.502254857,4.685552465,14.2923336,11.47084894,21,130.7928,3.469926049,18.56103209,2954.534906,15.79999,2485.94229
Oc1ccc2C(N(CCc2c1)S(=O)(=O)c3cccc4ccccc34)c5ccc(OCCN6CCCC6)cc5,1,12.78467903,1.767009197,14.73216975,8.197453749,79.19214884,6057.863874,18.50316977,9.15137,62,10.5588122,5.754776069,17.03269909,13.63056107,24,143.0958,4.329925487,21.49548401,4091.690021,18.46665,3370.382751
CN(C)C(=O)\C=C\c1ccc(cc1)N2CCc3cc(O)ccc3C2c4ccccc4,1,8.782468261,1.224118293,11.02238212,5.554039314,61.67049964,3827.595595,14.52487714,6.31622,48,7.797261453,4.25327785,13.13826044,10.15547033,18.5,122.0878,2.988837993,17.32435668,2703.934543,14.46666,2282.246225
